457.81,208.16,1
46.71,8.69,1
1198.97,195.99,1
30.94,21.78,1
4.43,6.64,-1
-54.04,7.3,-1
127.7,42.76,1
-695.26,138.14,-1
-226.36,4.98,-1
-166.85,4.28,-1
-14.33,3.95,-1
134.72,21.78,1
114.46,47.98,1
-4.72,5.28,-1
782.91,39.89,1
93.8,15.74,1
440.72,100.98,1
-481.04,71.37,-1
-11.68,65.99,-1
313.58,155.99,1
26.92,3.69,1
-5.77,4.71,-1
-172.88,15.99,-1
-144.55,4.89,-1
5.76,2.88,1
4.9,2.84,1
-547.61,449.99,-1
-5.45,13.48,-1
41.67,6.08,1
-46.03,5.98,-1
33.67,40.99,-1
140.01,7.31,1
-78.96,20.99,-1
252.66,40.96,1
-1766.01,95.95,-1
-236.27,3.89,-1
80.44,120.98,-1
118.94,30.98,1
3424.22,500.98,1
-11.83,7.84,-1
52.35,18.97,1
-180.2,115.99,-1
1.32,2.88,-1
-375.64,4.48,-1
-104.25,125.99,-1
85.96,3.75,1
-8.38,12.28,-1
1115.69,155.99,1
-3.05,8.69,-1
514.07,31.78,1
-7.04,3.98,-1
4.41,5.88,-1
-0.06,9.65,-1
-50.33,7.99,-1
87.68,58.1,1
-68.22,80.48,-1
-354.9,92.23,-1
-267.01,85.99,-1
3.63,11.48,-1
-1759.58,1637.53,-1
-116.79,6.48,-1
-67.28,6.48,-1
-19.33,28.15,-1
-61.21,4.98,-1
119.09,6.35,1
-141.27,10.9,-1
-77.28,7.3,-1
407.44,39.48,1
-338.27,100.98,-1
52.56,19.98,1
1902.24,276.2,1
353.2,15.67,1
271.78,25.98,1
-268.36,300.98,-1
70.39,19.98,1
-86.62,6.48,-1
-846.73,80.98,-1
8.05,1.88,1
-78.02,6.48,-1
737.94,102.3,1
-191.28,6.48,-1
-21.49,1.89,-1
884.08,62.05,1
-329.49,279.48,-1
2825.15,320.98,1
2.13,18.97,-1
707.15,48.91,1
75.13,4.13,1
-270.63,140.98,-1
3387.35,218.08,1
-82.16,50.98,-1
-3.88,10.14,-1
-191.22,15.99,-1
31.21,262.11,-1
-44.14,33.98,-1
-0.79,1.76,-1
76.42,19.84,1
93.36,19.98,1
4.22,95.99,-1
395.12,111.03,1
79.59,43.41,1
399.37,105.34,1
37.79,3.69,1
-144.2,146.34,-1
-14.75,15.22,-1
-41.01,15.7,-1
111.52,179.29,-1
2332.4,200.99,1
2176.19,194.3,1
1269.05,120.97,1
-32.82,5.81,-1
5322.14,1938.02,1
1068.48,226.67,1
-129.01,2.08,-1
1260.51,499.99,1
-1274.02,20.98,-1
-193.44,30.53,-1
-43.1,1.68,-1
-158.93,270.98,-1
29.68,4.48,1
-116.76,10.9,-1
-160.95,7.99,-1
-209.61,21.66,-1
-240.83,6.48,-1
12.32,35.44,-1
-119.08,15.99,-1
43.35,11.34,1
545.49,35.44,1
-16.07,30.98,-1
161.48,34.54,1
-1059.2,170.98,-1
-21.48,20.95,-1
3122.78,207.48,1
-478.22,58.14,-1
-14.23,6.64,-1
948.79,145.45,1
-6.33,2.21,-1
372.36,40.99,1
678.26,243.98,1
155.72,39.98,1
73.53,12.58,1
-1414.41,48.58,-1
950.68,105.98,1
-5.41,7.04,-1
74.07,9.78,1
77.38,12.22,1
-118.82,43.98,-1
6.41,34.76,-1
-183.68,55.99,-1
-55.13,6.48,-1
58.23,30.56,1
4.45,5.16,-1
-3.06,3.68,-1
1240.25,355.98,1
-533.23,218.75,-1
-1003.58,41.47,-1
-4.06,2.78,-1
1881.58,155.99,1
-42.38,22.84,-1
-120.99,5.78,-1
12.88,6.7,1
-2816.34,1360.14,-1
-541.87,270.98,-1
-158.87,20.97,-1
-97.28,22.84,-1
-80.83,180.98,-1
-514.32,130.98,-1
-131.82,4.28,-1
-65.42,28.28,-1
-250.17,55.99,-1
15.73,3.8,1
-92.58,30.73,-1
1465.87,125.99,1
18.23,20.99,-1
10951.31,1270.99,1
